movie_id,director_id,producer_id,box_office_value,cast_id_0,cast_id_1,cast_id_2,cast_id_3,cast_id_4
Q8060435,Q16745302,,,Q2475741,Q560178,Q186606,,
Q806087,Q5499462,,,Q6299629,,,,
Q80608,Q81770,,,Q5945262,,,,
Q8061660,Q7396705,,,Q1138332,Q3194480,Q3548603,,
Q8061454,Q3325322,,,Q5675970,Q1531471,,,
Q8062163,Q17386211,,,Q4901177,Q7334360,,,
Q8062140,Q7585712,Q7585712,,Q2050534,Q277992,Q3530125,Q3595489,
Q8062647,Q6912205,,,,,,,
Q8062170,Q47027678,Q34514834,,Q6937288,Q3522039,Q6966149,Q6713016,
Q8062172,Q4900560,Q9570,,Q3530125,Q3595529,Q3530068,Q7295627,Q2210343
Q8062711,Q984434,,,Q6912282,,,,
Q8062611,Q7312282,,,Q927967,Q6065529,Q5423534,,
Q8062179,Q1279708,,,Q3544176,Q2486480,,,
Q8061189,Q469945,Q7238510,,Q272014,Q360927,Q1373345,Q158450,Q3123705
Q8062753,Q11398636,,,Q2601738,Q719225,Q719551,,
Q806302,,,,Q560178,Q9543,,,
Q80617,Q53026,,,Q55468,Q696055,Q106482,Q1264215,Q365044
Q806282,Q354133,Q354133,,Q1371467,Q315123,Q126957,Q940699,Q472053
Q806318,Q55405,Q55405,,Q146444,Q3899724,Q379157,,
Q8063293,,Q7488118,,Q6123414,,,,
Q806092,Q25089,Q376138,,Q25089,Q273532,Q40026,Q5042394,Q1159067
Q806329,Q711178,Q521135,,Q1680915,Q463051,Q7970393,Q377450,Q327747
Q8063334,Q511864,,,Q6183706,Q55163,Q232477,Q253467,Q3772
Q8063803,,,,,,,,
Q8064141,,,,Q946117,Q6198616,,,
Q8063383,Q11985394,,,Q769378,Q12035452,Q3563519,Q12032612,Q12023257
Q8064329,Q7798732,,,,,,,
Q8063439,Q1965837,,,Q1974722,Q3518383,Q944546,Q5565038,Q6722336
Q8063385,Q19602847,,,Q212609,Q448467,Q3565113,Q11985846,Q12032488
Q8063380,Q4503606,,,Q3565113,Q1872872,Q11094450,Q12023374,Q4946576
Q8063397,Q1386330,Q355899,,Q233748,Q3537300,,,
Q8063455,Q762114,,,Q129317,Q117444,Q75271,Q82956,Q15999540
Q806331,Q295593,Q438472,,Q940686,Q5052627,Q2475274,Q434901,Q72869
Q8064145,Q31185037,,,Q176668,Q229740,Q1566583,Q1289047,Q4733593
Q806357,Q508248,,,Q102462,Q215359,Q229545,Q298818,Q1279389
Q806450,Q360494,Q360509,,Q4355808,Q430946,,,
Q806436,Q1299074,Q1703930,,Q333755,Q1557542,Q291915,Q5560796,Q1044758
Q806374,Q1606898,Q1324801,,Q236075,Q123174,Q179041,Q3666680,Q1334777
Q806440,Q2078661,Q107649,,Q77758,Q103918,Q243132,Q1901626,Q95580
Q8065074,,,,Q233748,Q4806199,Q7296641,,
Q8065077,Q3595535,,,Q1686232,Q158558,,,
Q8065069,Q23619093,Q7534647,,Q377903,Q3595311,Q1373377,Q157901,
Q8065079,,,,Q1992008,Q5434715,Q6414811,,
Q8065779,,,,Q3765218,,,,
Q8065617,Q331172,,,Q3191765,Q6937172,,,
Q8065078,Q7672658,,,Q379604,Q80309,Q2992971,Q7260123,
Q8065781,,,,Q6886381,Q3709843,,,
Q8065601,Q7289445,,,Q107130,Q258820,Q3595934,Q7293124,Q3518444
Q8065778,Q16856744,,,Q310867,Q379171,Q465826,Q4765619,
Q806559,Q84780,Q317574,,Q3086894,Q235918,Q370280,Q354603,Q714724
Q8065783,Q16201951,,,Q1612637,Q270665,Q7426895,Q3191765,
Q8065863,Q7906125,Q7681536,,Q278980,Q6437449,,,
Q8065785,Q6355357,,,Q146929,Q263819,Q2568389,,
Q806586,Q448957,Q667959,,Q2307858,Q501996,Q469454,,
Q8066228,Q4780485,,,Q3765047,Q158957,Q310867,Q1322453,Q487198
Q8066826,Q113581764,,,,,,,
Q8066240,Q3482773,,,Q4769641,Q5675970,,,
Q8066861,Q797775,,,Q725062,Q157901,Q575917,,
Q8066541,Q3520369,,,Q381477,Q4765619,Q455343,Q11206666,Q3634256
Q8068287,Q21050412,,,Q6847607,,,,
Q8066381,Q920072,,,Q553528,Q240901,Q171463,Q5836729,Q1278135
Q8068460,Q7490762,,,Q466955,,,,
Q8066591,Q314882,Q509701,,Q358317,Q1385992,Q230662,,
Q8068294,Q113516,Q113516,,Q2293137,Q287549,Q386105,Q6297583,Q505916
Q80660,Q55165,Q59549,,Q288713,Q1937615,,,
Q8068301,Q15104245,Q179497,,Q342252,Q536025,,,
Q8068601,Q97768,,,,,,,
Q8068541,Q7262452,,,Q258820,Q2723357,Q12069158,,
Q8068310,Q185421,,,Q632791,Q271886,Q1150592,Q1040019,Q229347
Q8068939,,,,,,,,
Q8068599,Q10307839,,,Q229305,Q941198,,,
Q8067129,Q6313775,,,Q1377821,Q1197220,Q555515,Q1138444,Q7446942
Q8069093,,,,Q2601738,Q719225,Q3514639,,
Q8069095,,Q2547139,,Q2601738,Q719225,,,
Q8068528,Q3319134,Q6933426,,Q3053437,Q3092199,Q2393916,Q7409246,Q11792308
Q8069305,Q31190582,,,Q3447475,Q732915,Q106089,Q6077516,
Q8069110,Q7938183,Q7938183,,,,,,
Q8068960,Q113517878,,,Q376736,Q4993338,,,
Q8069715,Q5542267,Q5542267,,,,,,
Q8069948,Q6102384,,,Q4696189,,,,
Q8068738,Q331311,,,Q88435,Q12057732,Q11079387,Q12032612,Q364434
Q8069687,Q3049513,Q201487,,Q873498,Q1092056,,,
Q8069479,Q6114758,,,Q180110,Q449753,Q6172236,Q7407801,
Q8071200,Q360583,Q360583,,,,,,
Q8071770,Q1999598,,,,,,,
Q8071890,Q3695730,,,Q3695730,Q3709843,,,
Q8072323,Q48734995,,,,,,,
Q8072125,,,,Q7286234,Q4765619,Q6410080,,
Q8071486,Q7238263,Q7238263,,Q3621734,Q3595311,Q355748,,
Q8071437,Q5546603,,,Q7107085,,,,
Q8071484,Q7461543,Q497661,,Q320115,Q6358169,Q3111264,Q19892983,
Q8072337,,,,,,,,
Q8072459,,,,,,,,
Q8072331,Q334825,Q865133,,Q1395448,,,,
Q8072332,Q1390803,,,Q3632712,Q467977,Q560197,,
Q8072330,Q539302,,,Q255076,Q3494501,Q18126169,,
Q8072345,Q2866590,,,Q379604,,,,
Q8072589,Q315202,,,Q315202,,,,
Q8072601,Q106375617,,,Q298243,,,,
Q8072343,Q6751185,Q6750371,,Q3694931,Q158233,Q467964,Q7285873,Q3595438
Q8072599,Q312657,Q543171,,,,,,
Q8072347,Q940858,Q16008218,,Q5247782,Q465859,Q157803,Q3899724,
Q8072663,Q312657,Q974385,,,,,,
Q8072798,Q513061,Q7407730,,Q3900887,Q11835428,,,
Q8073025,,,,Q691711,Q12760088,Q468926,,
Q8072925,Q4811169,Q4572341,,Q184750,,,,
Q8073049,Q12045032,,,Q3565113,Q53111,Q6695529,Q1412648,Q12037784
Q8073340,Q7371649,Q7371649,,,,,,
Q8073071,Q12045032,,,Q53111,Q1412648,Q1716007,Q12022983,Q7940775
Q8073044,Q11909443,,,Q1350633,Q10859515,Q12048891,Q206146,Q1988946
Q8073125,Q762114,,,Q6381183,Q5368710,Q4188534,Q2115737,Q129948
Q8072958,Q6160541,,,Q3565113,Q1125081,Q169104,Q12035835,Q12021814
Q8073074,Q12037334,,,Q6369376,Q367818,Q7940687,Q12033415,Q3509625
Q807302,Q21606998,Q3305753,,Q83325,Q529851,Q469745,Q1369418,Q361610
Q8073735,Q114158044,,,,,,,
Q8073527,Q210204,Q875920,,Q2456624,Q40070,,,
Q8073727,Q113853244,,,,,,,
Q8073736,Q113630842,,,,,,,
Q8073732,Q382387,,,Q467247,,,,
Q8073761,Q114908291,,,,,,,
Q8073526,Q7426899,,,Q1189950,Q560163,Q6750364,,
Q8073462,Q6565520,Q2741999,,Q5069783,Q4806234,Q12409525,Q12405647,Q7678703
Q8073790,Q114778330,,,,,,,
Q8073739,Q4954299,Q6173814,,Q3161928,Q452055,,,
Q8073748,Q113669567,,,Q5372192,Q1327695,,,
Q8074154,Q11678426,,,,,,,
Q8073753,Q16014429,,,Q229784,Q2031292,Q229993,Q3952829,Q2421372
Q8073832,Q553102,,,Q7071536,Q482733,Q6293700,Q1478778,
Q8073851,Q3181205,,,,,,,
Q8074161,Q1797625,,,,,,,
Q8073835,Q458612,Q107326273,,Q3544585,Q4792834,Q7944660,,
Q8074164,Q312657,Q974385,,,,,,
Q8074498,Q477638,,,Q524370,,,,
Q8074291,,,,Q379604,Q3089275,Q2576856,Q3489680,Q7396741
Q8073794,Q529568,Q7407730,,Q1545031,Q4356472,Q2421148,Q6766253,Q442728
Q8075099,Q1173200,Q93788,,,,,,
Q8075022,Q1352201,,,Q86370,,,,
Q8074526,Q7576059,Q3441512,,Q6551995,Q1707761,Q3265616,Q533315,
Q8075175,Q6323184,,,Q379157,,,,
Q8074696,Q721690,,,Q4114200,,,,
Q8074574,Q13402885,,,Q4946418,Q1930399,Q3512846,Q10853489,Q3562824
Q8074751,Q12023776,,,Q1689754,Q547692,Q3565113,Q55729,Q11914984
Q8075182,Q6442579,,,Q233748,Q2556523,,,
Q8075439,Q8032039,,,,,,,
Q8075438,Q2028728,,,Q20687511,Q7360761,Q356998,,
Q8074754,Q12037334,,,Q6369376,Q4141161,Q11905475,Q11719712,Q1412648
Q8073795,Q5494741,Q3082933,,Q3187936,Q4726767,Q8023252,Q6485348,Q935717
Q8075641,Q63972,,,,,,,
Q8075173,Q16856744,Q3632964,,Q379157,Q2723357,Q1992008,Q6410080,Q312789
Q8075706,Q4898617,,,,,,,
Q8075707,Q96556,,,,,,,
Q8075710,Q1714812,,,,,,,
Q8076336,Q3184079,,,Q3742294,,,,
Q8075640,Q85041,,,Q103351,Q65496,Q89604,Q95962,Q104815
Q8076347,Q3425963,,,Q3123282,Q5697799,Q5936341,,
Q8076368,Q3301626,,,Q3123282,,,,
Q8075593,Q11985675,,,Q12036274,Q12019549,Q12057732,Q5492527,Q252981
Q8075642,Q97799,Q95491,,Q72893,Q69653,Q97622,Q15617277,Q101171
Q8076371,Q3105938,Q654434,,,,,,
Q8076398,Q466270,,,Q3123282,Q5831517,,,
Q8076344,Q654434,Q654434,,Q734580,Q1964025,Q450101,Q106638283,Q5289508
Q8076453,Q20683829,,,Q3123282,,,,
Q8076021,Q599556,Q2640524,,Q232113,Q709095,Q61322,Q468251,Q102050
Q8076432,Q2749779,,,Q268587,Q399318,Q2891395,,
Q8076485,Q5657774,,,,,,,
Q8076381,Q459299,,,Q7329205,Q440,Q722395,Q2273060,Q5362750
Q8076437,Q2750015,,,Q3123282,,,,
Q8076491,Q2005371,,,Q15973425,Q3218753,,,
Q8076403,Q499951,,,Q456618,Q6751246,Q751323,Q5954644,Q20873093
Q8077911,,,,,,,,
Q8076481,Q460223,Q772633,,Q565692,Q273394,Q448021,Q2898716,Q3165273
Q8076592,Q568851,,,Q195371,Q5993745,Q5997068,Q19364632,Q20639340
Q8078188,,,,,,,,
Q8076995,Q839358,,,Q900046,Q433812,Q1298999,Q18175708,Q281797
Q807746,Q64578223,Q318292,,Q257277,,,,
Q8076425,Q4502484,Q4502484,,Q7649867,Q2269100,Q3357012,Q5984704,Q6147121
Q8077159,Q3934813,,,Q234923,Q1360483,Q566490,Q466434,Q7145690
Q8076788,Q114899534,,,Q5401191,Q2291421,Q5732947,Q261049,Q1534352
Q807841,Q99519385,,,,,,,
Q807770,Q548648,Q548648,,Q213574,Q1367863,Q181936,Q269762,Q1232804
Q8078447,Q2256714,,,Q3158212,,,,
Q807747,Q3296644,Q318292,,Q257277,Q6165410,Q6136392,Q5675135,Q532272
Q807840,Q114911844,Q6701865,,,,,,
Q807838,Q113986808,,,,,,,
Q807837,Q97693011,,,,,,,
Q807842,Q99519385,,,,,,,
Q807818,Q2005037,Q429544,77063924.0,Q173637,Q492327,Q313918,Q959052,Q239464
Q807742,Q5592644,Q3128023,,Q214309,Q1649350,Q1040798,Q3635062,Q3993318
Q807816,Q3195793,Q429544,,Q173637,Q492327,Q959052,Q239464,Q918866
Q8078565,Q3436128,,,Q3370468,,,,
Q8078964,Q6101954,,,Q7398100,,,,
Q8079428,,,,Q1379,Q978815,,,
Q8078732,Q10331848,Q10346326,,Q2750612,Q922503,,,
Q8079729,Q94905205,,,Q94861535,Q95179198,Q12023257,Q8079719,Q15015210
Q808109,Q1583894,Q1675757,,Q1700270,Q103623,,,
Q8078980,Q374792,,,Q3427935,Q234921,Q4958397,Q6148414,Q942438
Q8079727,Q769826,,,Q7702341,Q3508117,Q441074,Q12032612,Q6160660
Q8084057,Q5128834,Q5128834,,Q5128834,Q284722,,,
Q808474,Q2173097,Q555910,,,,,,
Q8083724,Q7938846,,,Q9290334,Q12028952,Q3507206,Q2173068,Q12055916
Q8079753,Q12021121,,,Q3565113,Q444097,Q11158282,Q3507793,Q469601
Q8081959,Q1584789,,,Q1347021,Q4462365,Q1373318,Q2855688,Q9312285
Q8082883,Q7938846,,,Q6160702,Q26209796,Q12026485,Q3564955,Q18159427
Q8083702,Q16734841,,,Q11214450,,,,
Q8085190,,,,Q3456199,Q7606523,Q3347277,Q6434571,Q7168489
Q808101,Q431505,Q5998764,,Q181678,Q1528435,Q449900,Q562257,Q813336
Q8079731,Q95174987,,,Q3505244,Q7940562,Q6695554,Q3508117,Q5179647
Q8082760,Q6469706,Q101210227,,Q6695529,Q169088,Q12025935,Q1445654,Q2141594
Q808748,Q152272,Q152272,,,,,,
Q8081828,Q3505566,,,Q5492527,Q7386949,Q252981,Q722718,Q12019404
Q808544,Q523144,Q1424934,,Q106383,Q106508,Q239893,Q106326,Q1712249
Q809728,Q5580181,,,Q187058,Q485557,Q255076,Q560178,
Q808700,Q4768980,Q3437029,,Q3437461,Q289924,Q1769734,Q788060,Q1785267
Q810280,Q723745,,,Q4899474,Q3814854,,,
Q810171,Q3928624,Q3928624,,Q204590,Q484523,Q40228,Q256164,Q1140191
Q810854,Q345838,Q345838,,Q3012294,Q332641,Q233125,Q231657,Q538083
Q810851,Q5603,Q5603,,Q6964661,Q1406528,Q1704907,Q706886,Q1173789
Q810696,Q1348110,,,Q145132,Q527052,Q317026,Q280666,Q958973
Q8088106,Q31293,Q28936986,,Q311232,Q257286,Q1805906,Q1339382,Q189936
Q810855,Q7576059,Q7407730,,Q3078072,Q6266634,Q7227826,Q3039327,Q3418255
Q810886,Q114797109,,,Q1173989,,,,
Q81037,Q1702754,Q350903,,Q558412,Q271065,Q349471,Q229263,Q348649
Q811005,Q612007,Q612007,,Q5365560,Q8049843,,,
Q810857,Q2067465,Q3568567,,Q351156,Q537747,Q267175,Q443585,Q343633
Q810889,Q1871869,,,Q319725,Q231438,Q352203,Q1818918,Q15491087
Q810861,Q11855619,Q2740528,,Q461264,Q4356268,Q1148035,Q3723136,Q229572
Q810012,Q945041,Q1385214,,Q62975,Q725686,Q212790,Q234679,Q314603
Q80959,Q715838,Q219507,286140700.0,Q175535,Q41351,Q220335,Q230903,Q313044
Q810441,Q345379,Q715116,,Q343059,Q5383,Q193668,Q102711,Q83492
Q81044,Q2424025,Q1702754,,Q555738,Q349471,Q309900,Q195147,Q6875461
Q810858,Q3657027,Q360036,5635204.0,Q461264,Q228925,Q976729,Q315090,Q318220
Q811980,Q6389391,,,,,,,
Q811007,Q388328,Q388328,,Q11851276,Q107971481,Q2733245,,
Q813102,Q193648,,,,,,,
Q812641,Q3038036,,,Q201927,Q268294,Q455077,Q386629,Q268311
Q813446,Q3049564,Q3049564,,Q6636962,,,,
Q813097,Q3496492,Q214959,,Q261547,Q145132,Q1557465,Q289683,
Q811023,Q730169,Q381545,,Q315604,Q182763,Q1258012,Q3460561,Q1189410
Q81145,Q1344373,Q327292,36054706.0,Q212064,Q297071,Q103784,Q312712,Q981690
Q81205,Q74227,Q6488530,321900000.0,,,,,
Q813045,Q7661064,,,Q182464,Q238045,Q458305,Q493077,Q376182
Q813445,Q7491395,,,Q298276,Q349350,Q239112,Q704395,Q441283
Q813050,Q720360,Q7661064,,Q182464,Q232356,Q313522,Q498820,Q458963
Q81224,Q51566,Q320025,,Q42101,Q183178,Q41351,Q190523,Q188772
Q813057,Q1160013,Q7647658,38000000.0,Q295592,Q123174,Q1151944,Q433513,Q439053
Q813451,Q654513,Q2940710,,Q37876,Q125017,Q193070,Q212026,Q229560
Q814062,Q312657,Q543171,,,,,,
Q813368,Q609873,,,Q2438420,Q1895602,Q1675238,Q2539995,Q133705
Q813461,Q5748037,Q7822416,,Q1355048,Q609458,Q2750868,Q325841,Q6138516
Q814072,Q6834116,,,Q559819,Q925578,Q206112,Q334670,Q433618
Q813983,Q3476266,Q538145,,Q48410,Q106275,Q360426,Q236822,
Q814142,Q98273370,,,Q2627090,Q242911,Q237774,Q967969,Q179269
Q813464,Q1058003,Q429544,37245453.0,Q1112005,Q199945,Q208558,Q526620,Q223303
Q814288,Q44131,Q1523538,,Q512947,Q2979434,Q3471062,Q44131,
Q814139,Q1175381,,,Q285460,Q270774,Q5606142,Q549507,Q2553986
Q814475,Q386024,Q95125,,Q2957862,Q1883562,Q271840,Q434111,Q3475967
Q814295,Q953627,Q361443,,Q48410,Q62975,Q242472,Q294641,Q199929
Q814483,Q7341097,Q3049844,,Q202735,Q215976,Q451880,Q2870857,Q509285
Q814296,Q55260,Q298388,,Q272075,Q343037,Q549287,Q3951975,Q5200851
Q814166,Q150840,Q652228,,Q636593,Q972568,Q1315977,Q1058422,Q418778
Q814488,Q965008,Q965008,,Q6968881,Q310389,Q447035,Q6375589,Q718135
Q814343,Q724098,Q6531191,,Q165518,Q190523,Q234581,Q318158,Q708512
Q814334,Q193648,Q15962220,,Q106418,Q5383,Q133050,Q724804,Q240238
Q813724,Q1351492,Q472520,149327.0,Q151973,Q103876,Q204685,Q554301,Q1056349
Q814490,Q17519647,Q8205814,50000000.0,Q220693,Q6267033,Q17519647,Q8205814,Q61119507
Q814612,Q6132686,Q2350423,,Q317740,Q292943,Q943028,Q237897,Q560163
Q815263,Q541264,Q611544,,Q444119,,,,
Q814766,Q303891,Q2448548,,Q95002,Q256466,Q1488230,Q225509,Q1600882
Q815020,Q2127494,,,Q147395,Q157803,Q677439,Q3417981,Q146724
Q814718,Q710763,Q5646675,,Q5364517,Q198030,Q702999,,
Q814617,Q1685888,Q573352,,Q106529,Q36105,Q378035,Q291765,Q327229
Q814710,Q197331,,,Q540516,Q1208638,Q933436,,
Q815079,Q53008,Q546575,,Q55469,Q107006,Q945890,Q1082982,Q432638
Q8159413,Q3992447,,,,,,,
Q8155866,Q6748387,Q357608,,Q902879,Q465815,Q2995813,Q5279710,Q4683044
Q81487,Q1702754,Q350903,,Q231541,Q317614,Q349471,Q680441,Q72832
Q814771,Q431191,Q936987,,Q44380,Q201418,Q170572,Q361412,Q236996
Q814778,Q55277,Q55277,,Q167520,Q202148,Q4212,Q39989,Q1377013
Q815606,Q55432,Q7701861,,Q319001,Q310252,Q708183,Q717432,Q702401
Q815759,Q1609505,Q987724,,Q987724,Q2420755,Q261953,Q2426085,Q416116
Q815550,Q1388393,Q484779,,Q169963,Q576085,Q223193,Q62845,Q1340950
Q81597,Q3339752,Q51566,,Q1489081,Q314819,Q450714,Q561396,Q229134
Q814790,Q55218,Q847366,,Q190602,Q171745,Q785482,Q261579,Q203545
Q816038,Q8704,Q347432,,,,,,
Q816522,Q543630,Q514913,,Q1610329,Q636680,,,
Q816654,Q355723,,,Q463944,Q330224,Q4015332,Q180010,Q354664
Q816156,Q492743,Q192762,,Q342788,Q345032,Q231163,Q1368141,Q364822
Q816808,Q114028173,Q7440908,,Q232171,Q542843,Q260241,Q3094145,Q3177643
Q815681,Q962552,Q731692,,Q16473,Q43697,Q230308,Q189415,Q974088
Q815608,Q229598,Q38111,,Q189226,Q83492,Q325020,Q713634,Q714404
Q816169,Q345755,Q712827,,Q162753,Q318088,Q181413,Q156485,Q2965328
Q816857,Q446960,Q446960,,,,,,
Q817003,Q2850240,Q2850240,,,,,,
Q8178307,Q466325,,,Q465863,Q272014,,,
Q817261,Q2850240,,,,,,,
Q8183956,Q3127819,Q317574,,Q965701,Q5647258,,,
Q8183608,,,,,,,,
Q8179501,Q745414,,,Q7346945,Q370280,Q5314585,Q390047,
Q817761,Q599556,Q3276488,,Q234897,Q295257,Q956193,Q106418,Q451256
Q817786,Q1982336,Q678922,,Q729475,Q1982336,Q678922,,
Q81872,Q106267253,,,Q360528,Q598304,Q55692825,,
Q817266,Q2576503,Q2576503,,Q147077,Q311750,Q212002,Q443891,Q311615
Q816772,Q446580,Q436847,,Q45772,Q80966,Q6758083,Q48410,Q40572
Q8190837,Q115510,,,Q906057,,,,
Q817159,Q433113,Q433113,,Q182349,Q395494,Q240250,Q448362,Q140017
Q818607,Q5592644,Q15463435,,Q105158,Q230504,Q7087463,Q240901,Q456258
Q818604,Q1766199,Q6829502,,Q169982,Q208667,Q234212,Q45647,Q6111701
Q819807,Q6171778,,,Q315051,Q130447,Q89032,Q708256,Q2010690
Q818968,Q643982,,,Q207307,Q1117390,Q233368,Q229714,Q318249
Q819105,Q721429,Q24817340,,Q221310,,,,
Q819911,,,,,,,,
Q818849,Q60525,Q102766,,Q78640,Q63051,Q63816,Q175913,Q104667
Q819538,Q44131,Q44131,,Q75017,Q16540379,Q84948,Q44131,Q112164854
Q818710,Q315374,Q315374,,Q83484,Q230563,Q232879,Q309160,Q3491392
Q820061,Q40701,,,Q529721,Q2741618,Q944296,Q1616520,Q26093
Q820116,Q3132663,,,Q224159,Q314812,Q193482,Q103784,Q263143
Q819196,Q380608,Q1459321,,Q353049,Q447221,Q381799,Q238432,Q81131
Q820384,Q327864,,,Q159117,Q301855,Q1855635,Q99388,Q1330092
Q820246,Q2847740,Q215578,,Q76711,Q5553044,Q552379,Q97161,Q445044
Q819109,Q1373590,Q5231347,,Q80405,Q204586,Q298276,Q35011,Q508428
Q820298,Q51498,Q1578456,,Q945579,Q66408,Q95178,Q77566,Q120875
Q820009,Q529803,Q5790513,,Q201994,Q18222,Q465828,Q716169,Q285501
Q8202417,Q321089,,,Q5637650,Q6038652,Q6278607,Q6122863,Q27863482
Q820404,Q113496209,Q4954064,,Q40162,Q312337,Q107730,Q228645,Q276525
Q81995,Q83859,Q358702,,Q349166,Q314290,Q230131,Q235346,Q562257
Q820218,Q7175267,Q2465518,,Q4518,Q159778,Q272972,Q122614,Q465152
Q819084,Q60766,Q65507990,,Q76172,Q26763,Q101768,Q87676,Q84988
Q820447,Q119348,Q106775,,Q106775,Q233845,Q562257,Q2324150,Q1097999
Q820501,Q88333,Q95491,,Q86058,Q453766,Q107983,Q1494977,Q2076413
Q820452,Q386394,Q2640524,,Q1281640,Q79076,Q1930074,Q165357,Q239868
Q819972,Q525332,Q484779,,Q169963,Q233859,Q538716,Q576085,Q3430193
Q820521,Q355723,,,Q463944,Q211111,Q193653,Q3770850,Q3838509
Q820553,Q2159436,,,Q536992,Q117926,Q1528098,Q70276,Q410770
Q820623,Q522382,Q1425373,,Q318165,Q228645,Q229979,Q443052,Q2183235
Q820528,Q55421,Q91079,,Q87112,Q109505,Q90372,Q76643,Q105918
Q820636,Q122187,Q122187,,Q1345292,Q90658,Q108479,Q24078,Q76647
Q820571,Q60525,Q60525,,Q175913,Q89509,Q70982,Q1849209,Q66126
Q820640,Q150662,Q718098,,Q2833998,Q114122,Q215582,Q3592782,Q509314
Q820628,Q179449,Q295093,,Q3379531,Q1145761,Q3186651,Q2925417,Q374912
Q820703,Q724478,Q579172,,Q1738587,Q3659478,Q3787238,Q3751297,Q3767531
Q820645,Q84630,Q78298,,Q76813,Q561231,Q214762,Q89604,Q96599
Q820790,Q320567,Q320567,,Q710657,Q121288,Q2287888,Q320567,Q1489464
Q820719,Q91768,Q1581008,,Q62809,Q121408,Q78640,Q92249,Q87417
Q82094,Q508988,,,Q259703,,,,
Q820850,Q3741562,Q17103977,,Q946273,Q1779957,,,
Q82098,Q106284067,,,Q136209,Q381791,Q1562861,Q3805760,
Q820866,Q62678,,,Q1799788,Q97658,Q1618257,Q1586558,Q1904022
Q820831,Q55421,Q99510,,Q63051,Q71472,Q71182,Q87325,Q86293
Q820754,Q2906595,,,Q528853,Q2908394,Q455824,Q3277828,Q3143496
Q820951,Q89377,Q18589532,,Q172584,Q739291,Q69881,Q973621,Q1040908
Q820867,Q28941,Q1384661,,Q156178,Q272068,Q2065508,Q937865,Q2750248
Q820819,Q285084,Q11584985,5845516.0,Q1147551,Q4119665,Q5120590,Q750134,Q2618080
Q820835,Q76184,,,Q561231,Q1730692,Q121375,Q1243636,Q104568
Q8210812,Q6291239,,,Q5460518,Q236026,Q16618254,Q16555860,Q18719764
Q821180,Q324862,Q106353558,,Q242577,Q176277,Q2894503,,
Q820811,Q698951,Q954319,,Q207873,Q504075,Q239786,Q202732,Q1189393
Q821252,Q17362769,,,Q60694,,,,
Q821121,Q893766,,,Q230929,Q153018,Q230035,Q472435,Q769205
Q821062,Q55393,Q966656,,Q230958,Q350680,Q205003,Q182057,Q28998
Q821242,Q3019004,,,Q191132,Q266179,Q913872,Q255268,Q1128199
Q82126,Q7347357,,,Q193048,Q2623441,Q1349215,Q710169,Q463397
Q821290,Q218483,,,Q534006,Q973456,Q472504,Q892409,Q4942360
Q821356,Q1511912,,,Q90893,Q111288,Q1586472,Q1357070,Q1354346
Q821560,Q156178,Q156178,,Q156178,Q969601,Q6780385,Q933980,
Q821505,Q1053096,,,Q318088,Q713477,Q106204,Q267244,Q2847465
Q820753,Q40035,Q5562776,81261177.0,Q483907,Q272946,Q1378351,Q229013,Q5104
Q821604,Q3161154,Q215578,,Q113328,Q620799,Q1650223,Q6250290,Q69669
Q821878,Q1111978,Q5045428,,Q229228,Q229021,Q948844,Q514092,Q1176644
Q821721,Q79076,Q779361,,Q228607,Q288970,Q1435361,Q96761,Q1283648
Q822113,,,,Q1259390,,,,
Q821973,Q2538092,Q1065717,,,,,,
Q821753,Q6175864,Q15505295,,Q1290062,Q67701,Q559092,Q4013057,Q302930
Q822073,Q739129,Q2864573,,,,,,
Q821961,Q467764,Q813289,,Q7900772,,,,
Q821767,Q706678,Q2158073,,Q128532,Q268110,Q124057,Q2033544,Q287977
Q821815,Q346508,Q5240588,,Q117392,Q313588,Q309160,Q308897,Q471879
Q821965,Q464169,,,Q462903,Q229572,Q191828,Q235072,Q534006
Q82223,Q5640270,,,Q948201,Q718584,Q299993,Q1272627,Q13599853
Q822177,Q1896510,Q70065469,,Q63033,Q61099,Q72246,Q76188,Q123177
Q822587,,Q6688461,,Q324713,Q41749,Q352,Q215891,
Q822351,Q88333,Q100399,,Q1285756,Q1464037,Q1343032,Q97161,Q2588768
Q822292,Q348576,Q972849,,Q1406829,Q723742,Q603716,Q70489,Q180010
Q822590,Q149136,Q149136,,Q149136,Q36881,Q6480391,Q3182985,
Q822856,Q463565,,,Q266376,Q561820,,,
Q821692,Q51522,Q51522,270200000.0,Q37079,Q120366,Q150943,Q104791,Q105660
Q822458,Q97799,,,Q466120,Q2475274,Q108255,Q45558,Q97341
Q82297,Q942858,,,Q55369,Q272433,Q1899496,Q1352321,Q350075
Q822057,Q267524,Q5525494,102600000.0,Q48410,Q223281,Q344655,Q526620,Q204299
Q823148,Q3181443,,,Q108935,,,,
Q822807,Q621490,Q621490,,Q133050,Q28493,,,
Q822995,Q445188,,,Q66418,Q87571,Q243430,Q1744455,Q91319
Q822958,Q2926445,,,Q107769,Q232527,Q626553,Q230527,Q40143
Q823137,Q68990,Q68990,,Q390174,Q76113,Q109786,Q6209206,
Q822660,Q529803,Q1494906,62022014.0,Q172678,Q229714,Q269673,Q552900,Q164328
Q823159,Q1687352,,,Q75778,Q298341,Q382950,Q1030183,Q93129
