movie_id,director_id,producer_id,box_office_value,cast_id_0,cast_id_1,cast_id_2,cast_id_3,cast_id_4
Q2260663,Q53010,Q53010,,Q2249919,Q556069,Q556294,Q3893815,Q2092695
Q2260071,Q137261,Q2618046,,Q468259,Q2440776,Q1555445,Q2252159,Q66731799
Q225962,Q1479869,,,Q1101643,Q1030465,Q932660,Q739542,Q709133
Q225916,Q503966,Q931181,,Q40026,Q232520,Q171363,Q724804,Q1319653
Q2259762,Q55163,Q732804,,Q225509,Q348445,Q1389313,Q5053361,
Q2261236,Q547495,Q2023708,,Q253384,Q346280,Q2005629,Q1321739,Q352701
Q225958,Q22115022,Q1161735,10667893.0,Q308840,Q248915,Q361610,Q1163293,Q470103
Q2259408,Q72717,Q364342,,Q238032,Q230147,Q242725,Q3341939,Q1982192
Q2261395,Q3441421,,,Q230501,Q373594,Q1319532,Q546489,Q229319
Q2259850,Q137489,Q15439048,,Q51506,Q26118,Q264004,Q1362791,Q202725
Q2260885,Q468785,,,Q187345,Q527303,Q945494,Q11908856,
Q2260328,Q55433,Q105593137,,Q432638,Q431146,Q443454,Q754063,Q3725564
Q2259962,Q56014,Q232477,,Q106942,Q1176588,Q976729,Q232477,Q179960
Q2259720,Q7008165,Q24680647,,Q363518,Q276005,Q76711,Q1116895,Q106764
Q2260875,Q679016,,,Q168359,Q269832,Q239802,Q106555,Q539115
Q2261660,Q2050301,,,Q212026,,,,
Q2258019,Q51581,Q72579,,Q213425,Q232245,Q2094606,Q46755,Q1779
Q2260910,Q722023,Q5292304,,Q560955,Q3964932,Q325377,Q47878,Q106662
Q2261577,Q16012701,Q740071,,Q312098,,,,
Q2262758,Q454290,Q36949,,Q309888,Q310551,Q228909,Q53549,Q42025
Q2261264,Q53034,Q3905350,,Q315258,Q239404,Q435962,Q3209226,Q1264215
Q2261883,Q53008,Q296796,,Q374855,Q285431,Q977975,Q372481,Q3659254
Q2261818,Q982710,Q2870629,,Q264596,Q687049,Q109339910,,
Q2261147,Q55163,,,Q5217382,Q60623,Q708097,Q234120,Q575795
Q226193,Q274265,Q3193370,,Q60201,Q1967835,Q11772277,Q9152221,Q330096
Q2261427,Q28924780,,,,,,,
Q2262932,Q51472,Q5322025,,Q93957,Q231595,Q182057,Q554094,Q3968233
Q2263018,Q987976,,,Q288157,Q269310,Q61322,,
Q2262557,Q5606704,,,Q458582,Q2421987,Q443413,Q929146,Q258064
Q2261553,Q51114,Q4168628,,Q183532,Q179496,Q264004,Q436722,Q271890
Q2263420,Q513004,,,Q198030,Q714389,Q706092,Q7967456,
Q2263399,Q1485091,Q1485091,,Q968586,Q449753,Q1507136,Q5622468,Q310934
Q2263943,Q55163,Q55163,,Q447669,,,,
Q2264826,Q1283902,Q1676994,,Q49034,Q296491,Q1279767,Q373306,Q5096964
Q2266061,Q44131,Q44131,,Q77740,,,,
Q2264138,Q7174448,,,Q190523,Q272527,,,
Q2263944,Q36612791,Q26702559,,Q44176,Q115250,Q981647,Q809019,Q358990
Q2265591,Q44131,Q44131,,Q704314,Q2907645,Q142501,Q1670787,Q5146241
Q2264347,Q202735,Q6490794,,Q713099,Q502128,Q314812,Q359491,Q171736
Q2265019,Q28941,Q347545,,Q312656,Q313279,Q434901,Q275104,Q2826799
Q2266404,Q11676385,,,Q351732,Q294548,Q3543645,,
Q2265844,Q51583,Q364342,,Q320036,Q234900,Q1712599,Q104049,Q2695500
Q2267828,Q53016,,,Q4015691,Q537869,Q458668,Q493631,Q1044734
Q2264858,Q47284,Q262102,,Q294185,,,,
Q2264468,Q4756495,,,Q468600,Q5438927,,,
Q2267474,,,,,,,,
Q2266790,Q501665,,,Q1903761,Q126835,Q1223875,Q2174002,Q2163471
Q2265676,Q53034,Q5558194,,Q55456,Q55468,Q50003,Q3870105,Q4003373
Q2265734,Q5180750,Q697131,,Q464522,Q230523,Q210200,Q288146,Q452979
Q226773,Q953359,Q525332,305300000.0,Q82085,Q58444,Q28493,Q357762,Q230004
Q2266502,Q15440873,,,Q433513,Q6399296,Q355209,Q528208,Q1655653
Q226810,Q59210,,,Q977975,Q526911,Q55452,Q556325,Q2939231
Q2266303,Q2028728,,,Q2613053,Q5486147,,,
Q2266850,Q1971705,,,Q94081,Q217033,Q82360,Q729085,Q2960351
Q2264957,,,,,,,,
Q2266416,Q53040,Q712878,,Q265991,Q266179,Q347879,Q259986,Q738521
Q2267587,Q987976,Q561299,,Q6834514,Q674890,Q112205,Q3802002,Q2973036
Q2268887,Q782333,,,,,,,
Q2268177,Q1057739,,,,,,,
Q2265304,Q6437482,,,Q213574,Q472282,Q458345,Q1032023,Q483907
Q2266898,Q1343838,Q1343838,,Q7495358,Q3725484,Q436638,,
Q2268591,Q369190,Q369190,,Q229276,Q93467,Q113328,Q447612,Q577621
Q2266283,Q2005146,Q3848827,,Q164487,Q299190,Q95148,Q53004,Q55450
Q2268134,Q738037,Q6235785,,Q6235785,Q5249913,Q1095301,,
Q2268293,Q2610508,,,Q2618947,Q4269496,Q5609039,,
Q2264443,Q269357,Q269357,,Q299190,Q231187,Q310012,Q4018996,Q925310
Q2268308,Q3351198,Q6120320,,Q2851033,Q2964946,Q3066484,Q3087210,Q11309060
Q2265093,Q827371,,,Q822383,Q975415,Q2246903,Q4690016,Q2155622
Q2268377,Q460742,,,Q313042,Q2825020,Q212873,Q3280630,Q8992009
Q2267574,Q7192838,,,Q82302,Q2675455,Q2208309,Q1999683,Q2224558
Q226823,Q2148623,,,Q1563802,Q1688451,Q399284,Q2167446,Q1709624
Q226944,Q725060,Q15977932,,Q1181089,Q231224,Q1304952,Q946859,Q1209826
Q2268296,Q51566,Q41148,,Q191132,Q244234,Q362559,Q119676,Q40048
Q2269039,Q6833620,Q504720,,Q309900,Q867813,Q236250,Q253891,Q2259590
Q2269342,Q53018,Q3933059,,Q23301,Q3749387,Q3659638,Q3751636,Q3946676
Q2269754,Q457250,Q5104089,,Q309989,Q24829,Q26118,Q374045,Q1929042
Q2268255,Q707999,Q782154,,Q72984,Q285483,Q336865,Q650815,Q634150
Q2272122,Q1064916,,,Q42786,,,,
Q2270148,Q94882,Q94882,,Q299968,Q15279846,Q299974,Q2444602,Q3500387
Q2270986,Q139890,,,,,,,
Q2270314,Q3241383,,,Q1101612,Q371786,Q298672,Q142546,Q956021
Q2271282,Q734944,Q957347,,Q42745,Q358360,Q344758,Q271890,Q545368
Q2269735,Q263324,Q263324,,,,,,
Q2269645,Q5162592,Q5162592,,Q309898,Q188176,Q6711,Q103774,Q208797
Q2269377,Q1503879,Q55670749,,Q1229931,,,,
Q2271397,Q6273518,Q274812,,Q1249010,,,,
Q2269271,Q529568,Q4569676,,Q983420,Q3849681,Q1288551,Q458261,Q7577178
Q2272472,Q2010996,,,Q2825020,Q2147442,Q2326919,Q2226808,Q769203
Q2271049,Q6834687,,,Q676094,Q120366,Q173585,Q432940,Q1320640
Q2269586,Q72717,Q6688461,2250000.0,Q365633,Q234089,Q348351,Q318312,Q94992
Q2271959,Q976248,,,Q83484,Q1339933,Q1390607,Q445630,
Q2271262,Q587389,Q7317522,,Q536702,Q3515172,,,
Q2272387,Q983071,Q1873317,,Q6834514,Q434086,Q330224,Q2164929,Q3894230
Q2271513,Q11989250,Q5212868,,,,,,
Q2273049,Q2689880,,,Q2613053,Q4661159,,,
Q2270855,Q55438,,,Q230703,Q111765,Q203219,Q541554,Q526853
Q2270457,Q3016485,,,Q265109,Q360477,Q232343,Q2866560,
Q2270093,Q3219542,Q13635614,,Q259940,Q983159,Q262822,Q449240,Q3032296
Q2272447,Q113305124,,,Q266888,Q234512,Q189490,Q2432123,Q3242371
Q2273649,Q1086914,Q7149190,,Q240901,Q14961561,Q960809,Q280793,Q423141
Q2273306,Q18753236,Q1161856,,Q4947676,Q267359,Q379811,Q269669,Q351812
Q2272433,Q816621,,,Q2547878,Q2242274,Q3027825,,
Q2271822,Q4820223,Q1252563,,,,,,
Q2273596,Q2966614,Q6244417,,Q230045,Q313311,,,
Q2273270,Q8006,Q11520413,,Q37001,Q40070,Q975630,Q3043193,Q6388173
Q2273713,Q312472,Q17166584,,Q2738514,Q3853069,Q3080881,Q312472,
Q2272891,Q1436846,Q3035903,,Q369872,Q236343,Q3300864,Q902656,Q238849
Q2274297,Q723745,Q4754739,,Q364805,Q3814854,,,
Q2273970,Q489199,,,Q661304,,,,
Q2275467,Q724100,,,Q223303,Q228931,Q266179,,
Q2275539,Q113980571,Q6171075,,,,,,
Q2273829,Q727791,Q364342,,Q310413,Q254603,Q121655,Q955183,Q642876
Q2275711,Q630819,Q8704,,,,,,
Q227548,Q694259,Q3008987,,Q106303,Q106508,Q518457,Q230710,Q239868
Q227478,Q95133,Q95133,1590000.0,Q123351,Q181899,Q19155,Q741184,Q313047
Q2273883,Q459299,Q259593,,Q294641,Q1424403,Q376652,Q232113,Q295834
Q2275783,Q8704,Q8704,,,,,,
Q2273932,Q2255988,,,Q2350170,Q2337815,Q2470998,Q2689880,Q2109122
Q227461,Q141673,Q507728,,Q71243,Q105941,Q350640,Q1395617,Q726919
Q2276203,Q86885,Q18402355,,Q238032,Q243005,Q2065893,Q1277018,Q295080
Q2276148,Q6323912,,,Q9543,Q270665,,,
Q227520,Q17146246,Q2475653,,Q319491,Q184885,Q3123705,Q421581,Q3494290
Q2276054,Q529371,,,Q3311534,Q6604967,Q2164286,,
Q2275442,Q4798489,,,,,,,
Q227474,Q432246,,,Q106508,Q437254,Q106607,Q3023021,Q3026948
Q227460,Q7408020,,,Q76478,Q457962,Q330801,,
Q2275664,Q1648138,,,,,,,
Q2276242,Q346508,,,Q181413,Q182450,Q295847,Q329613,Q858688
Q2275492,Q312988,,,Q269258,Q433359,Q443327,,
Q2275480,Q1635281,,,Q234101,Q3932949,Q1086823,Q351812,Q310947
Q2275853,Q737693,,,Q295257,Q106275,Q1187498,Q110462,Q12113
Q227532,Q288337,Q1422989,,Q108510,Q308459,Q228928,Q69881,Q85154
Q2273780,Q309950,,,Q1321767,Q5968767,Q3192687,Q3811234,
Q2276038,Q3121773,Q2526865,,Q3454165,Q152767,Q26424,Q213567,Q107769
Q227540,Q16731441,Q5210588,,Q334195,Q44063,Q708824,Q1369418,Q237115
Q2276124,Q212466,Q3181105,,Q5962726,Q237805,Q329598,Q272613,Q738521
Q2275218,Q5039901,,,Q1320174,Q4352298,Q1139242,,
Q2275081,Q919750,Q919750,,Q95002,Q42786,Q298388,Q162389,Q2965232
Q2275710,Q508182,Q584397,,Q212879,Q108510,Q286717,Q1631794,Q541270
Q2276282,Q508497,Q508497,,Q7649867,Q6844959,Q155493,Q6648630,Q558709
Q2276844,Q53009,,,Q229029,Q212790,Q959138,Q3851228,Q2261060
Q2277700,,Q5322209,,,,,,
Q2276270,Q113410915,,,Q327732,Q508795,Q261526,Q7151847,Q471879
Q2276261,Q1340565,Q4679354,,Q176455,Q299317,Q529979,Q504458,Q451938
Q2277133,Q6456668,Q55407,,Q55407,Q465848,Q7505949,Q4765538,Q1470413
Q2277928,Q51566,Q51566,,Q214959,Q967230,,,
Q2276637,Q1365463,,,Q518995,Q237766,Q455358,Q1040407,Q537819
Q2277666,Q913284,Q913284,,Q2645022,Q779875,Q291515,Q236089,Q288804
Q2276272,Q113410915,Q662934,,Q1374559,Q432309,Q532098,Q327732,Q2870628
Q2278099,Q3176484,,,Q270149,Q16759,Q1376690,Q1189103,Q2597610
Q2277596,Q50764,,,Q2070299,Q1232804,Q2830037,Q2865083,Q984019
Q2276999,Q55430,Q716117,,Q150903,Q9203777,Q6539189,Q47541969,Q1285326
Q2277024,Q56014,Q347473,,Q228607,Q299190,Q298777,Q232113,Q952060
Q2278509,Q332530,Q72792,,Q726089,Q385815,Q636496,Q3561605,
Q2278038,,,,,,,,
Q2278391,Q1273278,,,Q362133,Q721148,Q435540,Q894310,Q4089159
Q2276647,Q7546,Q5626216,,Q532441,Q3359397,Q259911,Q505590,
Q2277406,Q919750,Q707064,,Q177984,Q241115,Q233837,Q961768,Q463051
Q2278004,Q758354,,,Q447589,Q1720967,Q4832684,Q4696183,
Q2276508,Q3376835,Q7817010,,Q355188,,,,
Q2278739,Q51566,Q51566,,Q193048,Q726142,Q264960,Q6451769,Q1345052
Q2277762,Q51566,Q51566,,Q382420,Q360244,Q228787,Q368587,Q342252
Q2278814,Q2394427,Q2394427,,,,,,
Q2279131,Q5180833,,,Q45229,Q862028,Q1377988,Q7821518,Q269460
Q2278298,,,,,,,,
Q2278458,Q719142,,,,,,,
Q2278469,Q41136,Q168383,,Q108935,Q283988,Q187884,Q3195081,Q2094939
Q2277907,Q3177481,Q5734124,,Q1101643,,,,
Q2278950,Q7175438,Q1245643,,Q230782,Q253536,Q289721,,
Q2279544,Q51492,Q1586470,,Q94002,Q358379,Q364135,Q713929,Q5128912
Q2279315,Q3241391,,,Q102642,,,,
Q2279233,Q51133,Q2895752,,Q95050,Q343633,Q356309,Q19155,Q102462
Q2278794,Q16732148,Q16732148,,Q319491,Q146929,Q158214,Q299136,
Q2279077,Q951821,Q2852906,,Q180338,Q6524659,Q1650223,Q3341498,Q961187
Q2279734,Q516966,,,,,,,
Q2278836,Q1275818,,,Q3605823,,,,
Q2279168,Q1452243,Q72792,,Q104340,Q2356865,Q3161437,Q3302889,Q452630
Q2279512,Q2630544,,,Q343598,Q266376,Q1154775,Q360986,Q1154236
Q2279771,Q295855,Q3051947,,Q2622363,Q3391690,Q6084594,Q6293311,Q1406852
Q2278961,Q738544,Q738544,,Q379824,Q11422725,Q11533613,Q3240936,Q873876
Q2279015,Q259348,Q259348,14924998.0,Q2700543,Q1582005,Q45923,Q2283199,Q1302482
Q2279661,Q55381,,,Q2499406,Q323377,Q2851509,Q2907710,Q292227
Q2282094,Q999409,,,Q1283076,Q104832,Q1352191,Q2061747,Q1586558
Q228063,Q19971522,,,Q97152,Q68928,,,
Q2280511,Q55208,Q1382548,,Q229042,Q230665,Q267383,Q623999,Q235189
Q2282206,Q1490217,Q1250892,,,,,,
Q2282061,Q3141090,Q3081389,,Q302446,Q2048612,Q694081,Q2978146,Q14063
Q2283359,Q3105833,Q946745,,Q72869,Q19559954,Q3567655,,
Q2280945,Q5670333,,,Q23466,Q131332,Q172678,Q192812,Q203960
Q228244,Q470260,Q125017,,Q125017,Q342665,Q162492,Q203840,Q294583
Q2281513,Q768790,,,,,,,
Q2280894,Q51114,Q364342,,Q253384,Q1309447,Q296491,Q181917,Q427316
Q2287693,Q532705,Q463565,,Q2597,Q233313,Q714071,Q554533,Q232945
Q2285504,Q2511033,,,Q5047770,Q2383048,Q2511889,Q485931,Q2768223
Q2280159,Q538608,Q7106083,,Q294819,Q2628993,Q2750612,Q922503,Q1876795
Q228554,Q2076657,,,Q66011,Q514190,Q262126,Q6227752,Q123177
Q228585,Q1626388,Q636664,,Q43874,Q453620,Q311615,Q184572,Q39989
Q228186,Q55260,Q31292,45716692.0,Q26118,Q83484,Q103876,Q103894,Q170515
Q228396,Q3018141,,,Q296505,Q229176,Q974064,Q1700068,Q223303
Q227995,Q97327,Q110756,,,,,,
Q228659,Q87134,Q20829103,,Q110710,Q1653575,Q1704614,,
Q2285875,Q1101927,Q442166,,Q291293,Q165357,Q725674,Q2848238,
Q2282098,Q90212,,,Q1357070,Q1352191,Q1452262,Q110571,Q2573700
Q2287397,Q369717,Q5349267,8057722.0,Q461264,Q355038,Q313023,Q3178896,Q237186
Q2282109,Q3154982,Q3166862,,Q1398256,Q3303914,Q3569553,Q328511,Q2826968
Q2280070,Q1120919,Q6788799,,Q309941,Q318165,Q1139511,Q365474,Q401626
Q2283907,Q517725,Q934103,,Q566803,Q507482,Q646785,Q3553658,Q62620
Q2281767,Q618330,Q1616048,,Q116983,Q78888,Q573399,Q434901,Q2251599
Q2282221,Q1173200,Q93788,,,,,,
Q2280163,Q472420,Q472420,,Q40531,Q1277973,Q563665,Q5354296,Q3609064
Q228293,Q543982,,,Q715111,Q79152,Q391297,Q318991,Q15845538
Q228667,Q716398,Q1658295,,Q189422,Q984019,Q3369703,Q271955,Q2154406
Q2288599,Q55411,,,Q8877,Q53001,Q44426,Q239823,Q55433
Q2280650,Q576589,,,Q441074,Q88435,Q6203593,Q12032612,Q11905255
Q2288395,Q373124,Q28092083,,Q2655871,Q232384,Q540456,Q732820,Q2068334
Q2280138,Q508182,Q27132568,,Q212048,Q230555,Q230147,Q139646,Q448208
Q2290351,Q361336,Q2543889,,Q318267,Q232902,Q533613,Q1189312,Q565705
Q2287995,Q3376961,,,Q178882,Q234080,Q10371012,Q234610,Q2159369
Q2289046,Q51492,Q3938324,,Q203819,Q2446692,Q630981,Q1399937,Q1765446
Q228992,Q1900385,,,Q44903,,,,
Q228937,Q55391,Q3276488,,Q447507,Q203674,Q3426710,,
Q2288249,Q457864,Q974385,,,,,,
Q2288971,Q436490,Q738410,,,,,,
Q2289807,Q41131,Q41131,,Q145132,Q237399,Q313040,Q3218065,Q749735
Q2285979,Q26707121,,,Q208214,Q3441081,Q6139343,Q1929400,
Q2288328,Q51492,Q1586470,,Q240238,Q3179992,Q502268,Q434901,Q3182840
Q228867,Q673315,Q1306352,,Q1306352,Q123351,Q26118,Q24842,Q323524
Q2289391,Q113669535,Q1175663,,Q1346807,Q453222,Q1985320,Q23762246,Q18418646
Q2290141,Q51499,Q2158073,,Q16390,Q348351,Q600233,Q959120,Q191952
Q228964,Q521262,Q697131,,Q44903,Q23466,Q234955,Q242206,Q155449
Q228991,Q822322,,,Q561234,Q2087651,Q3121730,Q187020,Q2982586
Q2290251,Q183347,Q183347,,Q3901579,Q3808138,Q183347,Q248915,Q11656048
Q228936,Q1852104,Q461529,,Q188955,Q170530,Q191719,Q544465,Q110379
Q2288578,Q51492,Q965701,,Q965701,Q391742,Q2830579,Q5566392,Q7245579
Q2288511,Q141673,Q1294632,,Q105960,Q49034,Q233850,Q336865,Q92133
Q2290078,Q2438043,,,,,,,
Q2290357,Q55172,,,,,,,
Q2289935,Q269731,Q269731,,Q95019,Q2058654,Q2959515,Q461681,
Q2291409,Q882,Q3177591,,Q882,Q235313,Q706678,Q1383202,Q5040845
Q2291137,Q2417314,,,Q17163,Q1393770,Q41235,Q5805957,Q2839677
Q2288590,Q191966,Q191966,,Q191966,Q235302,Q348209,Q266804,Q69645
Q2290460,Q1616017,,,,,,,
Q2290980,Q374792,Q55170,,Q608755,Q518995,Q236656,Q524529,Q1040407
Q2291957,Q1703212,Q15549874,,Q159778,Q350208,Q662186,Q271635,Q275652
Q2291538,Q1130258,Q712878,,Q78469,Q55468,Q451206,Q3938620,Q1523677
Q2290517,Q719434,Q3051947,,Q318736,Q457457,Q515048,Q6168678,Q4895256
Q2292071,Q2414564,Q5740186,,Q212532,,,,
Q2292097,Q2006823,,,Q927496,Q2207379,Q2383048,Q15618618,Q532936
Q2290854,Q372394,,,Q206659,Q730831,,,
Q2291495,Q55421,Q75410,,Q76643,Q87909,Q76647,Q75157,Q70289
Q2292225,Q6271790,,,Q295592,Q2302888,Q233006,Q5024374,Q562925
Q2291582,Q8353750,Q716064,,Q5407935,Q233859,Q1087537,,
Q2291842,Q721389,Q76793396,,Q1744,Q470260,Q315728,Q1273327,Q2027352
Q2291580,Q7192838,Q945766,,Q4300528,,,,
Q2292080,Q457269,Q952590,,Q102462,Q232863,Q200514,Q231221,Q2903404
Q2292627,Q56014,Q364342,,Q238032,Q119935,Q253298,Q558149,Q348351
Q2290094,Q14071541,Q1174489,,Q234955,Q311517,Q891700,Q725247,Q1806985
Q2293945,Q648285,,,,,,,
Q2294020,Q16194534,,,Q53120,Q62975,Q349852,Q441990,
Q2293412,Q72229,Q6112463,,Q950857,Q460279,Q1367933,Q959404,Q3526153
Q2292957,Q113450143,,,Q483407,Q298255,Q486740,Q497851,
Q2293951,Q2538092,,,,,,,
Q2293306,Q320259,,,Q242623,Q232298,Q715827,Q1665344,Q3135658
Q2294411,Q97155839,,,Q1433413,Q276167,Q7172593,Q719134,Q6384606
Q2293234,Q1303837,,,Q165911,Q298173,Q338812,Q443317,Q1889355
Q2294262,Q1442659,,,Q1159216,Q518972,Q493963,Q1442588,Q2092897
Q2294264,Q882,Q3177591,,Q882,Q153292,Q4503406,Q1383202,Q3938213
Q2293588,Q730985,,,Q241867,,,,
Q2294057,Q3189051,,,Q288620,Q276114,Q5418987,Q3308158,Q9033587
Q2294384,Q6181578,,,Q1319532,Q260455,Q449863,,
Q2293262,Q113456879,,,Q954359,Q1421824,Q310947,Q349852,
Q2294208,Q1586638,,,Q2797450,Q2333394,Q447122,Q2454910,Q1138255
Q229519,Q880827,Q72812769,,,,,,
Q2293972,Q56008,Q720581,,Q720581,Q258255,Q3246581,Q924222,Q6302315
Q2292697,Q55294,,,Q105817,Q229775,Q234546,Q296028,Q449118
Q2294175,Q53040,Q1269303,,Q167520,Q303751,Q168721,Q373968,Q242729
Q2294295,Q882,Q3177591,,Q882,Q153292,Q235313,Q1383202,Q2748114
Q2293735,Q1254876,Q3676033,,Q1345002,Q788060,Q540098,Q562944,Q2483406
Q2294492,Q53026,Q13460119,,Q53004,Q476080,Q973621,Q55469,Q3745866
Q2294479,Q113489051,Q5275866,,Q738476,Q5770419,,,
Q2292655,Q106270865,,,Q240436,Q129831,Q4223,Q18947,Q3978226
Q2294224,Q1648138,Q1648138,,,,,,
Q2294692,Q20653605,Q223117,,Q244678,Q1118823,Q313043,Q26173,Q139610
Q2294168,Q287451,Q270533,,Q187033,Q108510,Q662186,Q342370,Q448587
Q2293410,Q274411,,,Q620118,Q262822,Q2220283,Q106326,Q3369275
Q2294955,Q114496963,,,Q258854,Q1944303,Q2631078,Q5478514,Q1631684
Q2294301,Q1172930,Q430076,,Q95089,Q528428,Q209662,Q255630,Q1277029
Q2293949,Q142052,,,,,,,
Q2294603,Q315756,Q7925927,,Q1273669,Q444410,Q960494,Q436451,Q915916
Q2295544,,,,,,,,
Q2295188,Q6808722,,,,,,,
Q2294882,Q263324,Q555910,,,,,,
Q2295192,Q470831,Q2610655,,Q2547878,Q1980546,Q513975,Q82302,Q2159268
Q229554,,Q1304215,,,,,,
Q229557,Q97799,Q2148492,,Q44801,Q43764,Q77777,Q69236,Q152101
Q2294879,Q6969138,,,Q67701,Q1319770,Q232481,Q270149,Q6173666
Q2295717,Q2837665,,,Q310947,Q936905,,,
Q2294292,Q561133,Q5919118,295206.0,Q40143,Q373976,Q239145,Q276525,Q380095
Q229552,Q1559143,Q1559143,,Q16472,Q42745,Q310944,Q557601,Q322399
Q2294282,Q750983,Q1399324,,Q530733,Q266240,Q3960677,Q3847566,Q1282480
Q2294677,Q33436725,,,Q1812128,Q1344855,Q441910,Q4693109,Q4956372
Q2296064,Q149507,Q1691552,,Q104372,Q94041,Q493340,Q1385393,Q744381
Q229655,Q1253648,,,Q6087984,Q17432140,Q96207453,,
Q229636,Q508225,Q103637,,Q313579,Q2998164,Q1117390,Q188375,Q230188
Q2295875,Q730985,,,Q706513,,,,
Q2296427,Q269927,Q5231347,,Q191084,Q648897,Q224159,Q178882,Q270186
Q2296249,Q7175438,,,Q314812,Q447293,Q1359895,Q1209763,Q967182
Q2294948,Q882,Q882,,Q235313,Q706678,Q1333440,Q882,Q1383202
Q2296376,Q728360,Q1857753,,Q1320245,Q434790,Q455876,Q713899,Q254205
Q2296227,Q8006,,,Q3180677,Q3023117,Q7385634,Q3791680,Q2590475
Q2296139,Q53001,Q712827,,Q164112,Q923461,Q947315,Q53001,Q1620037
Q2296189,Q26937056,,,,,,,
Q229645,Q36475856,,,Q964071,Q1912454,Q962930,Q5045113,Q1267727
Q229558,Q350422,Q575806,45833132.0,Q294912,Q218532,Q538542,Q435434,Q336282
Q229633,Q3418007,Q1607373,3920000000.0,Q9557,Q729982,Q1376396,Q184885,Q834338
Q2297293,Q55282,,,Q230035,Q272518,Q234131,Q310515,Q725686
Q229599,Q385058,Q676094,264100000.0,Q44380,Q676094,Q188375,Q29250,Q316446
Q2296517,Q2689880,,,Q5583897,Q4661159,Q2613053,,
Q2295262,Q53026,Q299419,,Q43252,Q451880,Q697188,Q133050,Q26806
Q229643,Q495748,,,Q964071,Q431356,Q6834948,Q1912454,Q1058598
Q229547,Q918762,Q952590,,Q256117,Q102462,Q242462,Q1001214,Q266473
Q2296238,Q8006,Q11520413,,Q3791680,,,,
Q229713,Q89913,Q6446920,,Q354474,Q64645,Q1486223,Q2162715,Q1350794
Q2296965,Q113547597,,,,,,,
Q22972817,Q16180243,,,,,,,
Q2297246,Q337226,,,Q289032,Q446859,Q1352534,Q967218,Q1683688
Q2296763,Q2438400,,,Q191842,Q237239,Q265099,Q232927,Q575761
Q229603,Q385058,Q676094,259200000.0,Q44380,Q676094,Q188375,Q176323,Q310060
Q2297497,Q1274453,Q913003,,Q309756,Q163249,Q350714,Q572974,Q168847
Q2296239,Q85024,Q1403724,,Q60876,Q1331809,Q1662758,Q101340,Q91333
Q2297385,Q179497,Q357726,3468572.0,Q352708,Q513009,Q239150,Q316032,Q170572
Q2297540,Q958916,,,Q63688,Q635431,Q20993794,Q2966149,
Q229817,,,,,,,,
Q2298864,Q95143,Q160528,,Q160528,Q162389,Q56009,Q259446,Q363864
Q2298877,Q1683035,,,Q441684,Q112923004,Q3174166,Q3320050,Q512197
Q2297818,Q3182021,Q94524144,,Q256164,Q4547,Q200534,Q526529,Q60306
Q2297889,Q1095790,,,Q350075,Q1503740,Q4225513,Q4122740,
Q2298395,Q5210621,Q6831157,8540346.0,,,,,
Q2298501,Q231019,Q945551,,Q232902,Q219546,Q447397,Q172653,Q533613
Q2298281,Q730984,,,Q2391584,,,,
Q2299040,Q53011,Q53011,,Q232052,Q57614,Q1052244,Q1044618,Q435677
Q2297993,Q8006,,,Q37001,Q40070,Q253862,Q1992367,Q3198422
Q2298215,Q90085,,,Q68898,Q84365,Q79076,Q77342,Q109534
Q2298446,Q2916196,,,Q208558,Q379808,Q206659,Q104514,Q310318
Q2299710,Q106375395,Q6257591,,,,,,
Q2299481,Q51577,Q732397,,Q231391,Q4678883,Q363684,Q271460,Q518498
Q2298460,Q477638,,,,,,,
Q2299188,Q202735,Q593316,,Q175535,Q506198,Q39666,Q294583,Q272977
Q2299302,Q113443050,Q7149190,,Q239583,,,,
Q2298697,Q3195099,,,Q1372953,Q3063036,Q552424,Q6773378,Q542943
Q229808,Q357998,Q545394,757930663.0,Q23891,Q147077,Q215017,Q310283,Q528527
Q2299378,Q7846914,Q219124,,Q241749,Q174346,Q223745,Q356383,Q350194
Q2298679,Q728396,Q1362106,,Q318263,Q1922184,Q5498908,Q458755,Q3469977
Q2299344,Q1977014,,,Q316977,Q229187,Q311750,Q229166,Q1321988
Q2298220,Q295093,Q295093,,Q106418,Q713477,Q267244,Q106303,Q922779
Q2298194,Q2861409,Q7383972,,,,,,
Q2297848,Q14087086,Q398740,,Q101797,Q122020,Q189351,Q216793,Q310367
Q2299276,Q1351727,Q18670644,,Q455106,Q133925,Q293091,Q2913743,Q16013003
Q2299929,Q314287,Q64924087,,Q3365380,Q12331692,Q11295301,Q12316429,Q12319239
Q2298780,Q710763,,,Q702999,,,,
Q2299873,Q5310309,Q1684316,,Q334195,,,,
Q2298633,Q956227,Q112224845,,Q202148,Q180453,Q348209,Q329784,Q963787
Q2298257,Q229990,Q3358488,,Q232937,Q275066,Q1799529,Q241437,Q3035128
Q2299137,Q67637,Q83428132,,Q118961,Q1571883,Q1222507,Q1593905,Q1744926
Q2299238,Q3809247,Q104109,,Q104109,Q1056847,Q78508,Q15177567,Q641612
Q2299189,Q287793,Q4231940,,Q16473,Q229271,Q271597,Q1363700,Q541661
Q2299779,Q472545,Q472545,,,,,,
Q2299803,Q6513443,,,Q189992,Q576266,Q1321265,Q3634664,Q3015002
