,Ethnicity,Wikidata URI
/m/054h0b,Chinese South Africans,http://www.wikidata.org/entity/Q2400459
/m/02q_xc_,Garanganze people,http://www.wikidata.org/entity/Q2401958
/m/069p3r,Siwi people,http://www.wikidata.org/entity/Q2435861
/m/027wjq,Macedonians,http://www.wikidata.org/entity/Q2436423
/m/041_9b,Monpa people,http://www.wikidata.org/entity/Q840534
/m/03cg1d,Khalkha Mongols,http://www.wikidata.org/entity/Q842323
/m/03cgmk3,Chowanoke,http://www.wikidata.org/entity/Q1076799
/m/051x6yk,Arabs in Bulgaria,http://www.wikidata.org/entity/Q1087095
/m/0d7y5t,Sahaptin peoples,http://www.wikidata.org/entity/Q1090748
/m/07fmc3,Guató people,http://www.wikidata.org/entity/Q1090780
/m/0b75919,Wauja people,http://www.wikidata.org/entity/Q1099056
/m/0j3g26d,Coahuiltecan people,http://www.wikidata.org/entity/Q1104182
/m/0p8zzj3,Japanese New Zealander,http://www.wikidata.org/entity/Q1107077
/m/067lgn,Latin American Canadians,http://www.wikidata.org/entity/Q16202245
/m/07s91l1,Darzi,http://www.wikidata.org/entity/Q16209635
/m/0z6rwcy,Wilyakali,http://www.wikidata.org/entity/Q16211926
/m/0809rrk,Khanzada Rajputs,http://www.wikidata.org/entity/Q16212135
/m/076zh3d,Kunjra,http://www.wikidata.org/entity/Q16212373
/m/0dth01,Black people in Ireland,http://www.wikidata.org/entity/Q16240911
/m/0kbg_10,Karkin people,http://www.wikidata.org/entity/Q16242432
/m/0fv40h,Lake Miwok,http://www.wikidata.org/entity/Q16242466
/m/0w34gmp,Angolans in France,http://www.wikidata.org/entity/Q16249205
/m/0zrvfh0,Croat Muslims,http://www.wikidata.org/entity/Q16249399
/m/0w2zgf1,Ghanaians in France,http://www.wikidata.org/entity/Q16733600
/m/0_1n1qb,Slovak Australians,http://www.wikidata.org/entity/Q16931814
/m/0gtx1qc,Italians in India,http://www.wikidata.org/entity/Q16969726
/m/0vp8dv0,Indo-Saint Lucian,http://www.wikidata.org/entity/Q16999169
/m/0_86hxx,Burmese Australian,http://www.wikidata.org/entity/Q17001812
/m/0gtt5__,Israelis in India,http://www.wikidata.org/entity/Q17006311
/m/0zc0kqb,Lebanese people in Germany,http://www.wikidata.org/entity/Q17007678
/m/010lvfrj,Melkite Christianity in Lebanon,http://www.wikidata.org/entity/Q17009948
/m/0j64mtz,Maghrebi Arabs,http://www.wikidata.org/entity/Q17012628
/m/0tkdy8c,Pathans of Madhya Pradesh,http://www.wikidata.org/entity/Q17013592
/m/0y7tzms,Scotch-Irish Canadians,http://www.wikidata.org/entity/Q17018217
/m/0xpbbr0,Snoqualmie people,http://www.wikidata.org/entity/Q17020537
/m/0y4txm3,Portuguese Indonesian,http://www.wikidata.org/entity/Q17023116
/m/0w31vlh,Onnigud,http://www.wikidata.org/entity/Q17026179
/m/0t_c_60,Japanese Caribbean,http://www.wikidata.org/entity/Q17048794
/m/0zrn5z4,Sylhetis,http://www.wikidata.org/entity/Q17071030
/m/0_x5mx2,Neihsial,http://www.wikidata.org/entity/Q17078814
/m/0117tn7c,Mexican immigration to Chile,http://www.wikidata.org/entity/Q17079359
/m/0tkh1lb,Saihriem people,http://www.wikidata.org/entity/Q17088214
/m/069n0r,Defaka people,http://www.wikidata.org/entity/Q17108984
/m/0y7vs98,White Puerto Rican,http://www.wikidata.org/entity/Q17111069
/m/0h3ws0t,Zeliangrong,http://www.wikidata.org/entity/Q17143450
/m/0120zg2b,Saaroa people,http://www.wikidata.org/entity/Q17370580
/m/03cbjnc,Pa Then people,http://www.wikidata.org/entity/Q1022264
/m/07s6b4_,Hercuniates,http://www.wikidata.org/entity/Q1035448
/m/0363_3,Chagossians,http://www.wikidata.org/entity/Q1058855
/m/01wx2x,Oroqen people,http://www.wikidata.org/entity/Q1059053
/m/04zw5y9,Chamba people,http://www.wikidata.org/entity/Q1060527
/m/01zc4_,Potawatomi,http://www.wikidata.org/entity/Q1065583
/m/03z826,Limbu people,http://www.wikidata.org/entity/Q2668355
/m/03m9my8,Arab Mexican,http://www.wikidata.org/entity/Q2686890
/m/02rp50t,Dutch Australian,http://www.wikidata.org/entity/Q2696805
/m/04ggbzy,White Africans of European ancestry,http://www.wikidata.org/entity/Q2704511
/m/02pccmm,Uriankhai,http://www.wikidata.org/entity/Q2721999
/m/075x0b,Lohana,http://www.wikidata.org/entity/Q2723624
/m/067vsq,Yaka people,http://www.wikidata.org/entity/Q2749225
/m/06w3dbh,Speakers of Xiang Chinese,http://www.wikidata.org/entity/Q2756190
/m/01t889,Makah people,http://www.wikidata.org/entity/Q1886240
/m/046gpd,Anishinaabe,http://www.wikidata.org/entity/Q1956640
/m/074z93,Lom people,http://www.wikidata.org/entity/Q1976511
/m/07f2c5,Costoboci,http://www.wikidata.org/entity/Q869369
/m/0md41,Travellers,http://www.wikidata.org/entity/Q875651
/m/0ff2ff,Brasiguaios,http://www.wikidata.org/entity/Q899077
/m/0119w7g7,Serbs in Hungary,http://www.wikidata.org/entity/Q899284
/m/03cszjj,White Tai,http://www.wikidata.org/entity/Q919848
/m/04pbr8,Kayan people,http://www.wikidata.org/entity/Q926384
/m/0116s1r3,Romanians in Ukraine,http://www.wikidata.org/entity/Q2025325
/m/0bqxyl,Xinca people,http://www.wikidata.org/entity/Q2162816
/m/04yf4ft,Chinese people in Tanzania,http://www.wikidata.org/entity/Q2177287
/m/0b5l9j,Samish,http://www.wikidata.org/entity/Q2217211
/m/0dn93y,Mang people,http://www.wikidata.org/entity/Q2253000
/m/03cfmn3,Qabiao people,http://www.wikidata.org/entity/Q2256138
/m/03cbg59,Churu people,http://www.wikidata.org/entity/Q2256310
/m/03mf7sf,Andoque,http://www.wikidata.org/entity/Q2258530
/m/04q27hz,Mawé people,http://www.wikidata.org/entity/Q2259699
/m/0102bnq0,Snokomish,http://www.wikidata.org/entity/Q2295907
/m/01wwzg,Maonan people,http://www.wikidata.org/entity/Q868035
/m/0b6nhjc,Bo people,http://www.wikidata.org/entity/Q887324
/m/04r2yq,Kalaallit,http://www.wikidata.org/entity/Q888553
/m/04_0_h5,Bosnian Austrians,http://www.wikidata.org/entity/Q894453
/m/05kn3z,Sekani people,http://www.wikidata.org/entity/Q1186518
/m/01r8fs,Dogrib people,http://www.wikidata.org/entity/Q1186527
/m/06_sct,Malaysian Indian people,http://www.wikidata.org/entity/Q1189494
/m/0gdvnh,Kinga people,http://www.wikidata.org/entity/Q1232249
/m/0r4pryt,Dobrujans,http://www.wikidata.org/entity/Q1233560
/m/04jmh7z,Armenians in Israel,http://www.wikidata.org/entity/Q4069685
/m/0ds6m37,Buru people,http://www.wikidata.org/entity/Q4099905
/m/01194bpg,Armenians in Egypt,http://www.wikidata.org/entity/Q4116148
/m/0b6z76,Beni-Amer people,http://www.wikidata.org/entity/Q4144552
/m/03h11s3,Indian Australian,http://www.wikidata.org/entity/Q4200801
/m/01v2x2,San people,http://www.wikidata.org/entity/Q172365
/m/07j_n4,Lamtuna,http://www.wikidata.org/entity/Q1269600
/m/0w7pp4s,Ghegs,http://www.wikidata.org/entity/Q1275194
/m/07167c,Teso people,http://www.wikidata.org/entity/Q1281344
/m/09fhsg,Maltese,http://www.wikidata.org/entity/Q1286876
/m/02wtzf,Karen people,http://www.wikidata.org/entity/Q271790
/m/0fwn_,Koryaks,http://www.wikidata.org/entity/Q281117
/m/0gky2dm,Baizais,http://www.wikidata.org/entity/Q283271
/m/0431wz,Chʼol people,http://www.wikidata.org/entity/Q1274273
/m/04n3v7w,Guyanese,http://www.wikidata.org/entity/Q1281236
/m/06w6mqb,Tahitians,http://www.wikidata.org/entity/Q1282763
/m/032j30,Native Hawaiians,http://www.wikidata.org/entity/Q1283606
/m/03290d,Kulin people,http://www.wikidata.org/entity/Q930202
/m/04frp6,Massachusett people,http://www.wikidata.org/entity/Q932241
/m/02s3_d,Swazi people,http://www.wikidata.org/entity/Q939691
/m/05c06_3,Konso people,http://www.wikidata.org/entity/Q965262
/m/04_hr_,Chinese Singaporeans,http://www.wikidata.org/entity/Q1003039
/m/0bbwssy,Antaisaka people,http://www.wikidata.org/entity/Q2579734
/m/0d8gxp,Yibir,http://www.wikidata.org/entity/Q2600290
/m/0cpxh4,Ogaden,http://www.wikidata.org/entity/Q2602032
/m/04n25y4,Permians,http://www.wikidata.org/entity/Q2634718
/m/02vk89f,Arab Jews,http://www.wikidata.org/entity/Q2637729
/m/050tfn,Bhotiya,http://www.wikidata.org/entity/Q2637938
/m/03w766,Carpathian Germans,http://www.wikidata.org/entity/Q698855
/m/0dj8k3,British Jews,http://www.wikidata.org/entity/Q702718
/m/04z72c,Truku people,http://www.wikidata.org/entity/Q709963
/m/03s6m5,Polans,http://www.wikidata.org/entity/Q722913
/m/011b4ttm,Hungarians in Ukraine,http://www.wikidata.org/entity/Q726205
/m/0bbv5n,Danu people,http://www.wikidata.org/entity/Q2761205
/m/0fphcww,Chinese Guyanese,http://www.wikidata.org/entity/Q2790343
/m/025rwll,Afro Ecuadorian,http://www.wikidata.org/entity/Q2826286
/m/03cf9zs,Arma people,http://www.wikidata.org/entity/Q2861674
/m/08714_,Awabakal people,http://www.wikidata.org/entity/Q2874654
/m/0dddyx0,Ait Yafelman,http://www.wikidata.org/entity/Q2876530
/m/0bd7_c,Bahrani people,http://www.wikidata.org/entity/Q2879337
/m/05lgjx,Numidians,http://www.wikidata.org/entity/Q2916416
/m/076t9jq,Delaware Tribe of Indians,http://www.wikidata.org/entity/Q25543965
/m/0cl_53,El Hugeirat people,http://www.wikidata.org/entity/Q30107130
/m/0yqm4vn,Gabonese American,http://www.wikidata.org/entity/Q16152768
/m/0w1g177,Galician American,http://www.wikidata.org/entity/Q16152774
/m/0z8dypz,Arabs in Austria,http://www.wikidata.org/entity/Q16152811
/m/0dgqzfj,Indo-Martiniquais,http://www.wikidata.org/entity/Q16200745
/m/0y7t9hb,Danish people in Greenland,http://www.wikidata.org/entity/Q16201308
/m/04f32pw,Marind people,http://www.wikidata.org/entity/Q16674300
/m/012203dl,Serbian Russians,http://www.wikidata.org/entity/Q16761398
/m/0rpfy72,Afro-Barbadian,http://www.wikidata.org/entity/Q16821017
/m/0wbl5nr,Australians in Singapore,http://www.wikidata.org/entity/Q16822129
/m/0w1f3wk,Aohans,http://www.wikidata.org/entity/Q16829123
/m/0xnq26h,Filipinos in Poland,http://www.wikidata.org/entity/Q16836741
/m/0w2_bl1,Gabonese people in France,http://www.wikidata.org/entity/Q16838181
/m/0g55kz4,Indians in Cyprus,http://www.wikidata.org/entity/Q16848277
/m/0w1dn93,Chantuu,http://www.wikidata.org/entity/Q16858959
/m/0xpm8z7,Stillaguamish Tribe of Indians of Washington,http://www.wikidata.org/entity/Q16900704
/m/0w1f0v7,Eljigin,http://www.wikidata.org/entity/Q16930768
/m/0_r_9fn,Surre,http://www.wikidata.org/entity/Q16933529
/m/0wf_w75,Latvians in Lithuania,http://www.wikidata.org/entity/Q16933824
/m/0w1dbv5,Khishigten,http://www.wikidata.org/entity/Q16935345
/m/0w1f512,Sunud,http://www.wikidata.org/entity/Q16941435
/m/0w1dmfq,Jaruud,http://www.wikidata.org/entity/Q16947195
/m/0v39pvh,Congolese people in France,http://www.wikidata.org/entity/Q16950972
/m/0w2zqt_,Cameroonians in France,http://www.wikidata.org/entity/Q16955076
/m/0wztnxk,Eritrean Canadians,http://www.wikidata.org/entity/Q16960836
/m/0zgb63m,Muhammad Khwaja,http://www.wikidata.org/entity/Q16961585
/m/0ztj45b,Hasanbeyglu,http://www.wikidata.org/entity/Q16964374
/m/0_1f7g0,Icelandic Australian,http://www.wikidata.org/entity/Q16970206
/m/0_x5v8z,Angolan immigration to Brazil,http://www.wikidata.org/entity/Q16976830
/m/0wj1b1v,Luwo,http://www.wikidata.org/entity/Q16977273
/m/0vpp2hw,Asian Surinamese,http://www.wikidata.org/entity/Q16977364
/m/0j9ms64,Kuravar,http://www.wikidata.org/entity/Q17007655
/m/06gq0s,Schaghticoke tribe,http://www.wikidata.org/entity/Q17017869
/m/0t53z7k,Yarse,http://www.wikidata.org/entity/Q17041644
/m/03hp926,Overseas Minangkabau,http://www.wikidata.org/entity/Q17052864
/m/04ccd5,Tsonga people,http://www.wikidata.org/entity/Q902325
/m/02cnh5,Rus' people,http://www.wikidata.org/entity/Q914114
/m/08x0p7,Pamunkey,http://www.wikidata.org/entity/Q918556
/m/08n5wr,Brong people,http://www.wikidata.org/entity/Q927326
/m/03c27wx,Sobaipuri,http://www.wikidata.org/entity/Q675243
/m/05h6qn,Pontic Greeks,http://www.wikidata.org/entity/Q679524
/m/02852xr,Æchilenenses,http://www.wikidata.org/entity/Q681088
/m/06_fbq,Veleti,http://www.wikidata.org/entity/Q697224
/m/0950z,Lhotshampa,http://www.wikidata.org/entity/Q1549801
/m/03lngp,Kutenai people,http://www.wikidata.org/entity/Q1550384
/m/059_tpg,Chanés,http://www.wikidata.org/entity/Q1552707
/m/0gd_6h,Iraqw people,http://www.wikidata.org/entity/Q1554146
/m/02z53pq,Iraqis in Saudi Arabia,http://www.wikidata.org/entity/Q6068217
/m/0r8q2s_,Isan people,http://www.wikidata.org/entity/Q6078806
/m/0cc500c,Ivorians in the United Kingdom,http://www.wikidata.org/entity/Q6099628
/m/0h_9gyt,Japanese Argentine,http://www.wikidata.org/entity/Q6158111
/m/02rfhr1,Japanese Australian,http://www.wikidata.org/entity/Q6158123
/m/04cs68g,Japanese Bolivian,http://www.wikidata.org/entity/Q6158127
/m/0136_8xf,Japanese people in India,http://www.wikidata.org/entity/Q6158927
/m/01269ff0,Japanese people in Vietnam,http://www.wikidata.org/entity/Q6158944
/m/0809sh4,Japanese settlement in Kiribati,http://www.wikidata.org/entity/Q6159020
/m/0fng3k,Jatt Sikh,http://www.wikidata.org/entity/Q6164703
/m/0h3ndmn,Jawoyn people,http://www.wikidata.org/entity/Q6166227
/m/03c21ql,Jewish Cossacks,http://www.wikidata.org/entity/Q6189800
/m/0bdn7x,Jibito people,http://www.wikidata.org/entity/Q6192039
/m/0crn9v,Jumjum people,http://www.wikidata.org/entity/Q6310986
/m/06zl11y,Jur Mananger people,http://www.wikidata.org/entity/Q6314719
/m/0479z2g,Indians in Iran,http://www.wikidata.org/entity/Q6321202
/m/0cz9qrn,Kaluli people,http://www.wikidata.org/entity/Q6354583
/m/011bsj2w,Khandelwal Vaishya,http://www.wikidata.org/entity/Q6400234
/m/0h1fzm5,Khoibu,http://www.wikidata.org/entity/Q6402026
/m/080jwr1,Nakota,http://www.wikidata.org/entity/Q1248791
/m/0cwc3v,Koalib Nuba people,http://www.wikidata.org/entity/Q1249835
/m/0dyp1g,Ambonese,http://www.wikidata.org/entity/Q1250259
/m/04mpmx,Qarmatians,http://www.wikidata.org/entity/Q138803
/m/02l94b,Toda people,http://www.wikidata.org/entity/Q140663
/m/074w_m,Tulu people,http://www.wikidata.org/entity/Q140713
/m/013bbv,Sorbs,http://www.wikidata.org/entity/Q146521
/m/032g_3,Jivaroan people,http://www.wikidata.org/entity/Q1296766
/m/026srcg,Chinese Tatars,http://www.wikidata.org/entity/Q1339276
/m/0d7v4,Gododdin,http://www.wikidata.org/entity/Q1345964
/m/05b_81,Urus,http://www.wikidata.org/entity/Q1142249
/m/019b_w,Dagaaba people,http://www.wikidata.org/entity/Q1157179
/m/083qf6,Darod,http://www.wikidata.org/entity/Q1166540
/m/068lv9,Meshwesh,http://www.wikidata.org/entity/Q1191083
/m/04y7rf,Hoa people,http://www.wikidata.org/entity/Q1193617
/m/051ylwb,Germans in Jamaica,http://www.wikidata.org/entity/Q1206186
/m/0fk1z,Hispanic,http://www.wikidata.org/entity/Q1211934
/m/05s5ck,Munda people,http://www.wikidata.org/entity/Q1287916
/m/02q9bc8,Assamese people,http://www.wikidata.org/entity/Q1287940
/m/02ql21h,Syrian Turkmen,http://www.wikidata.org/entity/Q1290529
/m/0n52xz0,Macha Oromo,http://www.wikidata.org/entity/Q1294158
/m/07fthp,Gurma people,http://www.wikidata.org/entity/Q1294392
/m/02x6__f,Iraqis in the Netherlands,http://www.wikidata.org/entity/Q15975286
/m/05f6rt2,Romani people in Bosnia and Herzegovina,http://www.wikidata.org/entity/Q15980602
/m/0cz8f6n,Nepalese Canadian,http://www.wikidata.org/entity/Q16056519
/m/0y6mk8n,Africans in Hong Kong,http://www.wikidata.org/entity/Q16058167
/m/0w328wx,Bissau-Guineans in France,http://www.wikidata.org/entity/Q16146505
/m/0w2_9lf,Corsican American,http://www.wikidata.org/entity/Q16146562
/m/0cc52m0,Gcaleka people,http://www.wikidata.org/entity/Q81896804
/m/04f5dp3,Ngwa people,http://www.wikidata.org/entity/Q13582656
/m/09k644h,Paiute-Shoshone Tribe of the Fallon Reservation and Colony,http://www.wikidata.org/entity/Q14705249
/m/0lqbblh,Syrian Argentine,http://www.wikidata.org/entity/Q14802184
/m/0g5pmk5,Nepalis in Pakistan,http://www.wikidata.org/entity/Q15197358
/m/0h_96gm,Indians in Brunei,http://www.wikidata.org/entity/Q15407961
/m/0120z1hq,Kanakanavu people,http://www.wikidata.org/entity/Q15939915
/m/0yp2qvn,Romani people in Germany,http://www.wikidata.org/entity/Q16056548
/m/0_ftrj8,Cypriot Australian,http://www.wikidata.org/entity/Q16146581
/m/0gtybfd,New Zealander Australian,http://www.wikidata.org/entity/Q16147566
/m/0w331_l,Americans in Argentina,http://www.wikidata.org/entity/Q16147950
/m/0vptdcn,Wampanoag Tribe of Gay Head,http://www.wikidata.org/entity/Q16148740
/m/0pmh4lb,Mashpee Wampanoag Tribe,http://www.wikidata.org/entity/Q16149438
/m/0v3gkpg,Liechtensteiner Americans,http://www.wikidata.org/entity/Q16150798
/m/0p3r618,Indo-Vincentian,http://www.wikidata.org/entity/Q16151039
/m/02vr6v9,Samoan Australian,http://www.wikidata.org/entity/Q16151177
/m/0w1g3cy,Kashubian American,http://www.wikidata.org/entity/Q16151592
/m/0w1fdz5,Kuwaiti American,http://www.wikidata.org/entity/Q16151596
/m/0vzsqmq,Afro-Anguillian,http://www.wikidata.org/entity/Q16152305
/m/0vzr36y,Afro-Curaçaoan,http://www.wikidata.org/entity/Q16153767
/m/0w1fm1j,Afro-Kittian and Nevisian,http://www.wikidata.org/entity/Q16153771
/m/0_qhg9w,Palestinian Canadian,http://www.wikidata.org/entity/Q16191909
/m/0vzsdh_,Saint Lucian American,http://www.wikidata.org/entity/Q16197445
/m/0y6f4yr,White Bolivians,http://www.wikidata.org/entity/Q16201833
/m/0_xbk57,Peruvian Canadians,http://www.wikidata.org/entity/Q16202163
/m/0t_d81b,Jarijari,http://www.wikidata.org/entity/Q16210339
/m/0100s0jt,Kwikwetlem,http://www.wikidata.org/entity/Q16212413
/m/0w1czyj,Tampa Indian Reservation,http://www.wikidata.org/entity/Q16259078
/m/04lcr0p,Valluvar,http://www.wikidata.org/entity/Q16311831
/m/064ptsr,Dariganga Mongols,http://www.wikidata.org/entity/Q1083825
/m/03cqgv6,Vezo people,http://www.wikidata.org/entity/Q1091289
/m/09fk8l,Magyarab people,http://www.wikidata.org/entity/Q1096071
/m/05p6jv0,Tammari people,http://www.wikidata.org/entity/Q1117480
/m/02h_27,Enets people,http://www.wikidata.org/entity/Q1141752
/m/08_9d5,Mlabri people,http://www.wikidata.org/entity/Q1941184
/m/08fsnm,Southern Ndebele people,http://www.wikidata.org/entity/Q1972827
/m/045s68,Aka,http://www.wikidata.org/entity/Q1985145
/m/0261kt6,Italians of Romania,http://www.wikidata.org/entity/Q1990195
/m/08h4f2,Nyaw people,http://www.wikidata.org/entity/Q2005941
/m/0277pt1,Taz people,http://www.wikidata.org/entity/Q2117559
/m/03l2_m,Kumeyaay people,http://www.wikidata.org/entity/Q2143064
/m/0fq0mw8,Zafimaniry,http://www.wikidata.org/entity/Q290286
/m/04h6bl,Maranao people,http://www.wikidata.org/entity/Q311883
/m/0360m7,Indigenous peoples of the Great Basin,http://www.wikidata.org/entity/Q319245
/m/06qsk7,Lak people,http://www.wikidata.org/entity/Q320693
/m/0cqsnc,Secwépemc,http://www.wikidata.org/entity/Q337550
/m/02h4tq,Tumbuka people,http://www.wikidata.org/entity/Q534134
/m/0dfc6,Tlingit,http://www.wikidata.org/entity/Q536129
/m/073k93,Nipmuc,http://www.wikidata.org/entity/Q541788
/m/03lng9,Bitterroot Salish,http://www.wikidata.org/entity/Q568625
/m/02ps5l6,Luvale people,http://www.wikidata.org/entity/Q602958
/m/04zg13,Baka people,http://www.wikidata.org/entity/Q203747
/m/01mtrp,Adriatic Veneti,http://www.wikidata.org/entity/Q220379
/m/01g0y_,Ojibwe,http://www.wikidata.org/entity/Q255872
/m/031c6d,Ulch people,http://www.wikidata.org/entity/Q1465429
/m/057n10,Sukuma people,http://www.wikidata.org/entity/Q1474755
/m/0fd014,Kist,http://www.wikidata.org/entity/Q1479503
/m/025_ntj,Shabak people,http://www.wikidata.org/entity/Q1515909
/m/0222qb,Italians,http://www.wikidata.org/entity/Q50001
/m/026r4nc,Batin people,http://www.wikidata.org/entity/Q1148851
/m/0b7djp,Chambri people,http://www.wikidata.org/entity/Q11318264
/m/012gbq5d,Georgians in Ukraine,http://www.wikidata.org/entity/Q12098048
/m/0t550fh,Circassians in Iraq,http://www.wikidata.org/entity/Q12218703
/m/0gls94c,Dasamongueponke,http://www.wikidata.org/entity/Q12629609
/m/0wzxh6s,Arabs in Romania,http://www.wikidata.org/entity/Q12720866
/m/03csdd3,Phai people,http://www.wikidata.org/entity/Q12811389
/m/0118h_w3,Armenians in the United Arab Emirates,http://www.wikidata.org/entity/Q13053570
/m/0y7w_wy,Taungyo,http://www.wikidata.org/entity/Q13067127
/m/03csz55,Mpi people,http://www.wikidata.org/entity/Q13650961
/m/0119pv0c,Nigerians in Japan,http://www.wikidata.org/entity/Q13716102
/m/0wr0fx3,Azerbaijani population,http://www.wikidata.org/entity/Q14949714
/m/0wzztws,Mbunda people,http://www.wikidata.org/entity/Q15077462
/m/0zrsy6_,El Molo people,http://www.wikidata.org/entity/Q15622107
/m/0wy1xr9,Moravians,http://www.wikidata.org/entity/Q15965770
/m/0crnhy,Kadaru people,http://www.wikidata.org/entity/Q1555644
/m/025x2cy,Serbs of Montenegro,http://www.wikidata.org/entity/Q1564992
/m/07f_s3,Haratin,http://www.wikidata.org/entity/Q1584897
/m/05syhn_,Haush,http://www.wikidata.org/entity/Q1591185
/m/03cdmln,Methow people,http://www.wikidata.org/entity/Q1593458
/m/0gtfx,Kpwe people,http://www.wikidata.org/entity/Q1669293
/m/0dn1_0,Italian immigration to Mexico,http://www.wikidata.org/entity/Q1675074
/m/0j9ln_z,Swampy Cree,http://www.wikidata.org/entity/Q1703953
/m/0c9_3z,Miniconjou,http://www.wikidata.org/entity/Q1737293
/m/09jpdq,Bemba people,http://www.wikidata.org/entity/Q644450
/m/05ft4h,Tanka people,http://www.wikidata.org/entity/Q646163
/m/0hnvz,Nilotic peoples,http://www.wikidata.org/entity/Q664262
/m/0gd09q,Tabwa people,http://www.wikidata.org/entity/Q1478692
/m/07__dz,Nağaybäk,http://www.wikidata.org/entity/Q1480718
/m/047s5ns,Mopan people,http://www.wikidata.org/entity/Q1496300
/m/01ty4h,Nooksack people,http://www.wikidata.org/entity/Q1513642
/m/01snnd,Iowa people,http://www.wikidata.org/entity/Q1517496
/m/0118h_dy,Armenians in Sweden,http://www.wikidata.org/entity/Q1519161
/m/02_p49,Gnawa,http://www.wikidata.org/entity/Q1533184
/m/04m6b_,Rer Bare people,http://www.wikidata.org/entity/Q1356844
/m/0br_9j,Romani people in Spain,http://www.wikidata.org/entity/Q1365830
/m/080gsdb,Comox people,http://www.wikidata.org/entity/Q1406599
/m/011bccmd,Filipinos in Austria,http://www.wikidata.org/entity/Q1413703
/m/09ybcx,Kayı tribe,http://www.wikidata.org/entity/Q1417344
/m/049nl0,Wichita people,http://www.wikidata.org/entity/Q1425238
/m/07gzw5,Kapampangan people,http://www.wikidata.org/entity/Q2526737
/m/086wp0,Ilocano people,http://www.wikidata.org/entity/Q2527423
/m/05dbg3,Pokot people,http://www.wikidata.org/entity/Q2573955
/m/0gffwsn,Xindonga,http://www.wikidata.org/entity/Q2577356
/m/01261l5m,Alas,http://www.wikidata.org/entity/Q1616085
/m/09p3c3,Semai people,http://www.wikidata.org/entity/Q3478243
/m/02853cj,Solcitani,http://www.wikidata.org/entity/Q3489246
/m/0fjdch,Sora people,http://www.wikidata.org/entity/Q3491125
/m/02qrl3j,Czech Brazilians,http://www.wikidata.org/entity/Q3494730
/m/0j3f2wm,Kulina people,http://www.wikidata.org/entity/Q3507494
/m/027dfgf,Kiskiack,http://www.wikidata.org/entity/Q3508816
/m/0j9kwm1,Carabayo people,http://www.wikidata.org/entity/Q3513491
/m/03hgn7,Reddiar,http://www.wikidata.org/entity/Q3532227
/m/02853bv,Valentini,http://www.wikidata.org/entity/Q3553666
/m/027qxfp,Ebrié,http://www.wikidata.org/entity/Q3577339
/m/04f_f79,Agalassoi,http://www.wikidata.org/entity/Q3595394
/m/04n4tdj,Alak people,http://www.wikidata.org/entity/Q3607660
/m/068ldb,Basay people,http://www.wikidata.org/entity/Q3635523
/m/03cfm27,Brau people,http://www.wikidata.org/entity/Q3643912
/m/03m3myf,Papuan people,http://www.wikidata.org/entity/Q424129
/m/03qp4r3,Thai Malays,http://www.wikidata.org/entity/Q1578980
/m/08j6gv,Mandja people,http://www.wikidata.org/entity/Q1584363
/m/05dgbs,Hema people,http://www.wikidata.org/entity/Q1604701
/m/01220j56,Aneuk Jamee people,http://www.wikidata.org/entity/Q1616074
/m/064rb5l,Israeli Jews,http://www.wikidata.org/entity/Q1752440
/m/026700k,Surma people,http://www.wikidata.org/entity/Q1752805
/m/01rt6_,Moriori people,http://www.wikidata.org/entity/Q1758372
/m/0dzpgz,Mandailing people,http://www.wikidata.org/entity/Q1758420
/m/0gmc6wt,Qulla people,http://www.wikidata.org/entity/Q1779257
/m/029pxn,Pardo Brazilians,http://www.wikidata.org/entity/Q2587830
/m/0d8zj7,Chinese New Zealander,http://www.wikidata.org/entity/Q2602505
/m/08h62g,Italian Jews,http://www.wikidata.org/entity/Q2605053
/m/03c921s,Bantenese people,http://www.wikidata.org/entity/Q2607748
/m/09tjx0,Portuguese Brazilians,http://www.wikidata.org/entity/Q2615416
/m/03gs2pk,Bayid,http://www.wikidata.org/entity/Q2637569
/m/02jkm9,Koori,http://www.wikidata.org/entity/Q1542768
/m/0chkz0,Sinixt people,http://www.wikidata.org/entity/Q1545880
/m/05myxj,Opata people,http://www.wikidata.org/entity/Q1550826
/m/07y402,Guaicurú,http://www.wikidata.org/entity/Q1552954
/m/0fq0cc4,Mandar people,http://www.wikidata.org/entity/Q1570945
/m/06xwms,Moldovans,http://www.wikidata.org/entity/Q487796
/m/043s2v4,Iuruguayo,http://www.wikidata.org/entity/Q1617408
/m/06rg0s,Maghrawa,http://www.wikidata.org/entity/Q1642579
/m/0222hg,Jats,http://www.wikidata.org/entity/Q1645980
/m/036zm_,Mbosi people,http://www.wikidata.org/entity/Q1650456
/m/0n48b2x,Swiss Venezuelan,http://www.wikidata.org/entity/Q610065
/m/05hgqp,Kola Norwegians,http://www.wikidata.org/entity/Q611204
/m/01bkfn,Himba people,http://www.wikidata.org/entity/Q612697
/m/0g6d_l,Tabasaran people,http://www.wikidata.org/entity/Q623813
/m/0120yxwg,Belarusian Canadians,http://www.wikidata.org/entity/Q18149439
/m/011x4hwg,Druze in Lebanon,http://www.wikidata.org/entity/Q18204558
/m/0123nknb,Kurds in France,http://www.wikidata.org/entity/Q18344146
/m/012817_8,German immigration to Guatemala,http://www.wikidata.org/entity/Q18357154
/m/011q34vl,Peruvians in Italy,http://www.wikidata.org/entity/Q18644247
